ID#	1
Name	Methane
	Data Filename	Sample Type	Level#	Ret. Time	Area	Height	Conc.	Std. Conc.	Area%	Height%	Accuracy[%]	Cal. Point
98	0$0$0.5_10182022_1223_098.gcd	Unknown	0	6.024	2533322	196929	0.000	-----	99.241	99.067	-----	-----
99	MT 9$28 12 T2_10182022_1223_099.gcd	Unknown	0	6.024	9941529	762010	0.000	-----	96.156	95.122	-----	-----
100	MT 9$28 13 T1_10182022_1223_100.gcd	Unknown	0	6.024	14185732	1084465	0.000	-----	97.984	97.418	-----	-----
101	MT 9$28 13 T2_10182022_1223_101.gcd	Unknown	0	6.024	12448552	951731	0.000	-----	97.735	97.113	-----	-----
102	MT 9$28 14 T1_10182022_1223_102.gcd	Unknown	0	6.025	8318493	640729	0.000	-----	98.629	98.274	-----	-----
103	MT 9$28 14 T2_10182022_1223_103.gcd	Unknown	0	6.025	9154598	704087	0.000	-----	98.713	98.373	-----	-----
104	MT 9$28 15 T1_10182022_1223_104.gcd	Unknown	0	6.025	6463111	496441	0.000	-----	98.514	98.140	-----	-----
105	MT 9$28 15 T2_10182022_1223_105.gcd	Unknown	0	6.025	7573502	580840	0.000	-----	98.162	97.684	-----	-----
	Average			6.024	9318865	714666	0.000		90.268	88.549	0.0	
	%RSD			0.017206	77.772656	76.889775	0.000000		16.405479	18.451952	0.000000	
	Maximum			6.028	28060096	2134129	0.000		99.717	99.653	0.0	
	Minimum			6.022	1229092	96174	0.000		22.169	18.557	0.0	
	Std. Dev.			0.001036	7247528.933476	549504.699069	0.000000		14.808840	16.339109	0.000000	

