ID#	1											
Name	Methane											
	Data Filename	Sample Type	Level#	Ret. Time	Area	Height	Conc.	Std. Conc.	Area%	Height%	Accuracy[%]	Cal. Point
68	A-1324_7272023_1212_067.gcd	Unknown	0	5.999	4028123	301197	457.83	-----	83.113	78.838	-----	-----
69	A-1322_7272023_1212_068.gcd	Unknown	0	5.999	3946994	296276	448.609	-----	81.311	76.606	-----	-----
70	A-1327_7272023_1212_069.gcd	Unknown	0	6	3949917	295565	448.941	-----	82.624	78.265	-----	-----
71	A-1338_7272023_1212_070.gcd	Unknown	0	5.999	1225648	92110	139.305	-----	33.898	27.988	-----	-----
72	A-1365_7272023_1212_071.gcd	Unknown	0	5.998	2847308	213658	323.62	-----	50.078	43.215	-----	-----
73	A-1388_7272023_1212_072.gcd	Unknown	0	5.999	1437811	108029	163.419	-----	41.957	35.358	-----	-----
74	200$200$0_7272023_1212_073.gcd	Unknown	0	5.998	2022751	151705	229.902	-----	58.611	51.792	-----	-----
75	0$0$0.5_7272023_1212_074.gcd	Unknown	0	5.997	790188	59040	89.811	-----	100	100	-----	-----
76	A-1375_7272023_1212_075.gcd	Unknown	0	5.999	1253721	94205	142.496	-----	37.457	31.206	-----	-----
77	A-1349_7272023_1212_076.gcd	Unknown	0	5.998	2051076	154053	233.122	-----	51.678	44.785	-----	-----
78	25$25$0 CO2$CH4$NO2_7272023_1212_077.gcd	Unknown	0	5.998	535864	39893	60.905	-----	70.073	64.061	-----	-----
79	A-1376_7272023_1212_078.gcd	Unknown	0	5.999	3933463	294895	447.071	-----	99.153	98.92	-----	-----
80	A-1363_7272023_1212_079.gcd	Unknown	0	5.999	3767041	282347	428.155	-----	99.477	99.342	-----	-----
81	A-1366_7272023_1212_080.gcd	Unknown	0	5.998	4615538	344651	524.594	-----	99.571	99.46	-----	-----
82	A-1137_7272023_1212_081.gcd	Unknown	0	5.999	4022763	300146	457.22	-----	94.004	92.326	-----	-----
83	A-1138_7272023_1212_082.gcd	Unknown	0	5.999	3807381	284762	432.74	-----	96.738	95.811	-----	-----
84	A-1139_7272023_1212_083.gcd	Unknown	0	5.998	4350554	325026	494.477	-----	93.476	91.617	-----	-----
85	A-1131_7272023_1212_084.gcd	Unknown	0	5.998	4179836	312858	475.073	-----	93.951	92.202	-----	-----
86	A-1132_7272023_1212_085.gcd	Unknown	0	5.998	3642562	272362	414.007	-----	92.941	90.948	-----	-----
87	A-1133_7272023_1212_086.gcd	Unknown	0	5.999	4833207	361190	549.334	-----	93.595	91.734	-----	-----
88	A-1134_7272023_1212_087.gcd	Unknown	0	5.998	4508149	335478	512.389	-----	94.236	92.597	-----	-----
89	A-1135_7272023_1212_088.gcd	Unknown	0	5.996	24294773	1779134	2761.303	-----	79.592	74.471	-----	-----
90	A-1136_7272023_1212_089.gcd	Unknown	0	5.995	24790791	1817762	2817.679	-----	79.502	74.339	-----	-----
91	A-1037_7272023_1212_090.gcd	Unknown	0	5.998	3775000	281617	429.06	-----	99.425	99.271	-----	-----
92	A-1038_7272023_1212_091.gcd	Unknown	0	5.998	4598394	343394	522.646	-----	99.561	99.443	-----	-----
93	A-1039_7272023_1212_092.gcd	Unknown	0	5.998	4229159	315632	480.679	-----	99.49	99.354	-----	-----
94	A-1040_7272023_1212_093.gcd	Unknown	0	5.996	22447800	1647499	2551.379	-----	80.851	75.91	-----	-----
95	A-1041_7272023_1212_094.gcd	Unknown	0	5.996	22425669	1643981	2548.863	-----	81.784	77.014	-----	-----
96	A-1042_7272023_1212_095.gcd	Unknown	0	5.995	28728413	2095454	3265.223	-----	83.838	79.521	-----	-----
97	A-1043_7272023_1212_096.gcd	Unknown	0	5.996	25269019	1845989	2872.034	-----	83.558	79.182	-----	-----
98	200$200$0_7272023_1212_097.gcd	Unknown	0	5.999	2167304	162480	246.332	-----	59.497	52.64	-----	-----
99	0$0$0.5_7272023_1212_098.gcd	Unknown	0	5.997	680502	50706	77.345	-----	100	100	-----	-----
100	A-1044_7272023_1212_099.gcd	Unknown	0	5.993	36506689	2664825	4149.288	-----	86.62	82.78	-----	-----
101	A-1045_7272023_1212_100.gcd	Unknown	0	5.995	36460286	2660644	4144.014	-----	86.942	83.212	-----	-----
102	A-1034_7272023_1212_101.gcd	Unknown	0	5.998	4054893	302939	460.872	-----	99.336	99.154	-----	-----
103	A-1035_7272023_1212_102.gcd	Unknown	0	5.999	3773561	281736	428.896	-----	9.775	7.73	-----	-----
104	A-1036_7272023_1212_103.gcd	Unknown	0	5.999	3874182	289776	440.333	-----	99.253	99.046	-----	-----
105	A-1028_7272023_1212_104.gcd	Unknown	0	5.999	4550353	339756	517.185	-----	92.751	90.687	-----	-----
106	A-1029_7272023_1212_105.gcd	Unknown	0	5.999	4367445	325464	496.396	-----	92.053	89.824	-----	-----
107	A-1030_7272023_1212_106.gcd	Unknown	0	6	5042879	375043	573.165	-----	92.515	90.429	-----	-----
108	A-1031_7272023_1212_107.gcd	Unknown	0	5.999	4663755	347835	530.074	-----	91.917	89.636	-----	-----
109	A-1032_7272023_1212_108.gcd	Unknown	0	6.001	4516097	338636	513.292	-----	90.809	88.176	-----	-----
110	A-1033_7272023_1212_109.gcd	Unknown	0	6	4595365	343267	522.301	-----	90.749	88.149	-----	-----
111	A-1019_7272023_1212_110.gcd	Unknown	0	6	3975303	297586	451.826	-----	99.073	98.81	-----	-----
112	A-1020_7272023_1212_111.gcd	Unknown	0	5.999	4094976	306733	465.428	-----	99.226	99.001	-----	-----
113	A-1021_7272023_1212_112.gcd	Unknown	0	5.999	4048647	302920	460.162	-----	99.101	98.842	-----	-----
114	A-1022_7272023_1212_113.gcd	Unknown	0	5.999	7727650	574159	878.312	-----	94.08	92.279	-----	-----
115	A-1023_7272023_1212_114.gcd	Unknown	0	5.999	8856452	657141	1006.609	-----	95.29	93.83	-----	-----
116	A-1024_7272023_1212_115.gcd	Unknown	0	5.999	7535442	559524	856.466	-----	94.409	92.726	-----	-----
117	A-1025_7272023_1212_116.gcd	Unknown	0	5.998	7930610	587960	901.38	-----	94.524	92.877	-----	-----
118	A-1026_7272023_1212_117.gcd	Unknown	0	5.994	42530959	3112823	4833.996	-----	60.412	53.322	-----	-----
119	A-1027_7272023_1212_118.gcd	Unknown	0	5.994	40471345	2956100	4599.904	-----	59.915	52.913	-----	-----
120	A-1016_7272023_1212_119.gcd	Unknown	0	5.999	3751836	281078	426.427	-----	99.357	99.178	-----	-----
121	A-1017_7272023_1212_120.gcd	Unknown	0	5.999	3730850	278668	424.042	-----	99.414	99.257	-----	-----
122	200$200$0_7272023_1212_121.gcd	Unknown	0	5.999	2108654	157889	239.666	-----	59.704	52.902	-----	-----
123	0$0$0.5_7272023_1212_122.gcd	Unknown	0	5.997	727224	54131	82.655	-----	82.932	78.749	-----	-----
124	A-1018_7272023_1212_123.gcd	Unknown	0	5.998	4460382	332274	506.959	-----	98.234	97.725	-----	-----
125	A-1010_7272023_1212_124.gcd	Unknown	0	5.999	3607353	269741	410.006	-----	76.43	70.999	-----	-----
126	A-1011_7272023_1212_125.gcd	Unknown	0	5.998	3018919	226094	343.125	-----	72.759	66.836	-----	-----
127	A-1012_7272023_1212_126.gcd	Unknown	0	5.999	3071171	229272	349.064	-----	71.808	65.779	-----	-----
128	A-1013_7272023_1212_127.gcd	Unknown	0	5.999	2838556	212201	322.625	-----	72.758	66.968	-----	-----
129	A-1014_7272023_1212_128.gcd	Unknown	0	5.999	2955771	221201	335.948	-----	72.921	67.022	-----	-----
130	A-1015_7272023_1212_129.gcd	Unknown	0	5.998	3059763	229003	347.767	-----	73.402	67.568	-----	-----
131	A-1147_7272023_1212_130.gcd	Unknown	0	5.999	5284834	394137	600.665	-----	99.368	99.189	-----	-----
132	A-1148_7272023_1212_131.gcd	Unknown	0	5.997	7403981	548667	841.524	-----	93.104	91.05	-----	-----
133	A-1149_7272023_1212_132.gcd	Unknown	0	5.998	4098565	306163	465.836	-----	95.978	94.813	-----	-----
134	A-1141_7272023_1212_133.gcd	Unknown	0	5.997	1881864	140942	213.889	-----	8.034	6.304	-----	-----
135	A-1142_7272023_1212_134.gcd	Unknown	0	5.997	4578485	341197	520.383	-----	10.385	8.182	-----	-----
136	A-1143_7272023_1212_135.gcd	Unknown	0	5.998	4811699	358829	546.889	-----	78.754	73.583	-----	-----
137	A-1144_7272023_1212_136.gcd	Unknown	0	5.997	2140272	160343	243.26	-----	81.156	76.59	-----	-----
138	A-1145_7272023_1212_137.gcd	Unknown	0	5.993	33321395	2426610	3787.253	-----	31.014	25.403	-----	-----
139	A-1146_7272023_1212_138.gcd	Unknown	0	5.993	34865105	2540088	3962.709	-----	30.724	25.129	-----	-----
140	50$50$0 CO2$CH4$NO2_7272023_1212_139.gcd	Unknown	0	5.997	706829	52477	80.337	-----	66.64	60.304	-----	-----
	Average			5.998	5652953	418073	642.505		70.833	66.667	0	
	%RSD			0.022431	146.877106	144.843142	146.877113		34.588231	39.072471	0	
	Maximum			6.001	42530959	3112823	4833.996		100	100	0	
	Minimum			5.993	535864	39893	60.905		8.034	6.304	0	
	Std. Dev.			0.001345	8302893.902	605550.6744	943.692804		24.499743	26.048253	0	
