pond,date,time,temp_c,do_perc,ph,orp,cond,turb,chla,nh4_mgl,no3_mgl,par,do_mgl,depth_m,notes
Edwards,6/21/2023,14:34:56,22.31,108.9,8.02,79.3,443.1,0.27,6.87,0.3,0,359.3,9.18,1.75,
Edwards,6/21/2023,14:35:36,22.09,108.6,8.11,79.7,441.3,0.44,8.04,0.3,0,869.4,9.19,2,
Edwards,6/21/2023,14:36:02,21.68,108.7,8.16,79.9,440.4,0.66,7.99,0.3,0,233,9.27,2.25,
Edwards,6/21/2023,14:36:28,21.29,108.8,8.18,80.4,439.6,0.55,9.49,0.2,0,162.1,9.35,2.5,
Edwards,6/21/2023,14:36:52,21.02,108.8,8.19,81.1,438.7,0.51,11.72,0.2,0,133.4,9.4,2.75,
Edwards,6/21/2023,14:37:22,20.8,108.5,8.17,82.1,439.3,0.65,14.42,0.2,0,115.4,9.41,3,
Edwards,6/21/2023,14:37:56,20.56,106.3,8.17,83,440,1.27,18.41,0.2,0,111.3,9.26,3.25,
Edwards,6/21/2023,14:38:24,20.08,102.6,8.16,83.9,443.5,1.52,38.32,0.2,0,99.4,9.02,3.5,
Harrison,6/23/2023,11:01:57,23.32,117.5,9.01,115,226.8,0.3,17,0.2,0,895.6,9.72,0.25,
Harrison,6/23/2023,11:04:09,23.29,120.6,9.03,109.2,226.4,0.17,15.81,0.2,0,365.6,9.97,0.5,
Harrison,6/23/2023,11:04:59,23.3,121.7,8.99,111.9,226.4,0.19,15.04,0.2,0,402.1,10.07,0.75,
Harrison,6/23/2023,11:05:29,23.29,122.2,8.98,112.2,226.4,0.36,15.93,0.2,0,538,10.1,1,
Harrison,6/23/2023,11:06:03,23.26,122.6,8.98,112,226.4,0.63,15.95,0.2,0,288.1,10.14,1.25,
Harrison,6/23/2023,11:06:37,23.21,122.7,9.01,111.6,226.1,0.35,16.04,0.2,0,298.3,10.16,1.5,
Harrison,6/23/2023,11:07:09,22.93,123.5,9.08,110.2,226.2,0.29,17.58,0.2,0,304.9,10.29,1.75,
Harrison,6/23/2023,11:08:10,22.74,127.7,9.08,109.2,225.8,0.35,19.89,0.2,0,304,10.68,2,
Harrison,6/23/2023,11:08:54,22.6,127.9,9.07,109.1,225.7,0.33,18.94,0.2,0,289.7,10.72,2.25,
Harrison,6/23/2023,11:09:54,22.37,126.5,9.09,108.8,226.3,0.67,24.91,0.1,0,236.3,10.65,2.5,
Harrison,6/23/2023,11:10:52,21.95,125.1,9.12,109.3,225.7,1.23,39.74,0.1,0,185.2,10.61,2.75,
Harrison,6/23/2023,11:13:38,21.41,69.9,7.97,130.1,235.7,1.84,48.52,0.2,0,158.4,5.99,3,bottom
Howarth,6/21/2023,11:01:39,22.98,116.4,8.02,143.2,557.7,1.47,54.73,0.4,0.1,3163.8,9.67,0.25,
Howarth,6/21/2023,11:03:17,22.74,120.1,8.09,141.2,556.2,1.18,61.07,0.4,0.1,156.4,10.03,0.5,
Howarth,6/21/2023,11:03:51,22.54,120.6,8.04,142.2,556.2,1.04,60.87,0.4,0.1,620.6,10.11,0.75,
Howarth,6/21/2023,11:06:13,22.14,108.1,7.7,132.6,559,0.46,45.24,0.4,0.1,133.1,9.13,1,
Howarth,6/21/2023,11:07:39,21.49,103.4,7.58,99,563.2,0.4,33.45,0.4,0.1,141,8.84,1.25,
Howarth,6/21/2023,11:09:55,20.85,95.6,7.32,39.2,599.1,0.72,55.63,0.3,0.1,318.9,8.28,1.5,
Howarth,6/21/2023,11:13:29,19.74,40.8,7,-73.5,714.3,3.36,22.34,0.6,0.2,334.6,3.61,1.75,
Howarth,6/21/2023,11:17:06,18.42,4.8,6.76,-144.9,870.1,4.06,15.15,1.7,0.6,241.2,0.44,2,
Howarth,6/21/2023,11:18:42,16.5,2.1,6.58,-143.6,1039,7.7,17.99,5.4,0.5,144.1,0.2,2.25,bottom
Levine,6/23/2023,14:06:15,23.9,122.9,8.11,149.6,312.3,68.09,11.19,0.3,0,1900.9,10.05,0.25,
Levine,6/23/2023,14:07:17,23.77,123.1,8.08,150.4,312.2,63.47,11.57,0.3,0,793.7,10.09,0.5,
Levine,6/23/2023,14:07:59,23.56,122.7,8.07,151.3,311.9,0.45,11.55,0.3,0,402.9,10.1,0.75,
Levine,6/23/2023,14:09:55,23.27,137.3,8.21,150.1,308.4,0.52,9.99,0.3,0,360.2,11.36,1,
Levine,6/23/2023,14:11:49,22.82,126.8,8.12,152,312.2,0.71,10.79,0.3,0,433.7,10.58,1.25,
Levine,6/23/2023,14:12:23,22.61,126.5,8.12,152.5,312.9,0.66,7.08,0.3,0,246.6,10.6,1.5,
Levine,6/23/2023,14:13:49,22.21,116.8,8.03,154.6,315.7,0.58,8.32,0.3,0,271.1,9.86,1.75,
Levine,6/23/2023,14:14:49,21.75,113.6,8.05,156.2,319.3,0.75,11.31,0.3,0,278.1,9.68,2,
Levine,6/23/2023,14:17:02,20.94,98.4,7.85,160.7,328.6,1.74,16.02,0.3,0,131.5,8.51,2.25,
Levine,6/23/2023,14:20:12,20.28,57.5,7.62,164.6,337.9,4.14,19.23,0.3,0,262.2,5.04,2.5,
Mt Pleasant SE,6/22/2023,14:32:32,24.94,131.7,9.06,63.8,99.7,0.28,13.05,0,0,1522.3,10.57,0,
Mt Pleasant SE,6/22/2023,14:33:44,24.67,142.3,9.01,66.9,100.1,0.56,14.65,0,0,3524.8,11.47,0.25,
Mt Pleasant SE,6/22/2023,14:35:44,23.6,148.3,8.98,73.1,100.2,0.34,18.22,0,0,924.5,12.2,0.5,
Mt Pleasant SE,6/22/2023,14:36:18,23.19,148.5,8.99,72.4,100.9,0.65,23.61,0,0,784.9,12.31,0.75,
Mt Pleasant SE,6/22/2023,14:36:56,22.65,145.6,8.95,73.7,100,1.71,28.67,0,0,287.4,12.19,1,
Mt Pleasant SE,6/22/2023,14:37:44,22.11,148.7,8.99,75.3,97.1,4.68,49.62,0,0,255.2,12.58,1.25,
Mt Pleasant SE,6/22/2023,14:38:30,21.64,147.7,8.85,78.3,99.3,1.88,77.21,0,0,250.4,12.61,1.5,
Mt Pleasant SE,6/22/2023,14:39:50,21.08,127.4,7.88,92.3,107.6,2.16,48.94,0,0,158,11,1.75,
Mt Pleasant SE,6/22/2023,14:41:35,20.93,98.4,7.07,-42.4,112.6,9.54,36.19,0.4,0,101,8.52,2,bottom
Shelterbelt,6/22/2023,11:09:40,21.26,75.8,6.75,136.2,465.4,0.51,23.21,0.8,0,3036,6.52,0,
Shelterbelt,6/22/2023,11:11:32,21.19,55.1,6.77,135.5,464.6,0.83,29,0.6,0,2339.1,4.74,0.25,
Shelterbelt,6/22/2023,11:12:34,21.12,51.7,6.77,136,463.7,0.74,27.94,0.6,0,916.9,4.46,0.5,
Shelterbelt,6/22/2023,11:13:08,21.04,50.8,6.76,136.6,463.4,0.54,30.68,0.6,0,590.7,4.38,0.75,
Shelterbelt,6/22/2023,11:13:44,20.92,49.9,6.75,138.1,462.7,0.5,33.33,0.6,0,426.9,4.32,1,
Shelterbelt,6/22/2023,11:14:32,20.73,47.5,6.69,140.6,463.6,0.8,24.91,0.7,0,102.4,4.12,1.25,
Shelterbelt,6/22/2023,11:15:24,20.06,45.2,6.6,144.7,472.5,1.38,56.76,0.7,0,92.5,3.98,1.5,
Shelterbelt,6/22/2023,11:16:32,19.05,37.2,6.57,148.4,478.8,3.09,49.83,0.9,0,116.9,3.34,1.75,
Shelterbelt,6/22/2023,11:17:46,17.87,24,6.56,151.1,492.5,3.45,51.48,1,0,71.5,2.2,2,
Shelterbelt,6/22/2023,11:18:32,17.69,20.4,6.57,151.3,495.9,6.1,64.61,1,0,71.1,1.88,2.1,bottom
White,6/20/2023,15:30:35,24.79,98.9,7.98,202.8,386.8,5.77,14.57,0.1,0,1785.7,7.95,0.25,
White,6/20/2023,15:31:01,23.87,99.8,7.98,198.8,387.5,4.69,16.94,0.1,0,939.6,8.16,0.5,
White,6/20/2023,15:31:19,23.31,99.7,7.96,198.2,387.3,5.4,19.57,0.1,0,621.8,8.24,0.75,
White,6/20/2023,15:31:37,22.88,98.9,7.94,197.7,387.6,5.08,21.58,0.1,0,448,8.24,1,
White,6/20/2023,15:31:53,22.43,98.4,7.9,198.3,387.8,4.99,22.92,0.1,0,312.3,8.27,1.25,
White,6/20/2023,15:32:18,22.03,96.9,7.88,198.2,387,5.79,28.81,0.1,0,218.6,8.21,1.5,
White,6/20/2023,15:32:42,21.32,93.9,7.78,200,391.1,5.42,38.44,0.1,0,148.1,8.06,1.75,
White,6/20/2023,15:34:12,20.68,62.9,7.56,199.6,401.2,6.87,48.84,0.1,0,114.4,5.47,2,
White,6/20/2023,15:35:10,20.07,47.1,7.41,198.1,412.2,7.42,89,0.1,0,98.6,4.14,2.25,
White,6/20/2023,15:35:50,19.44,33.2,7.33,90,418.9,7.76,100.12,0.1,0,63.6,2.96,2.5,
White,6/20/2023,15:36:22,18.38,24.5,7.18,-80.1,436.1,11.13,95.21,1.4,0,40.9,2.23,2.75,
White,6/20/2023,15:37:26,17.14,8.2,7.09,-114.3,459.2,13.38,55.47,3,0,14.2,0.77,3,
White,6/20/2023,15:37:46,16.92,6.4,7.08,-118.1,464.2,27.06,60.29,3.2,0,7.6,0.6,3.1,bottom
